ADDRESS_LA,X,Y
2822 ORLEANS AVE,3676114.972,537415.6124
2818 ORLEANS AVE,3676140.154,537396.6065
2814 ORLEANS AVE,3676165.284,537377.6683
2810 ORLEANS AVE,3676190.352,537358.6444
2801 SAINT PETER ST,3676206.149,537266.7671
2803 SAINT PETER ST,3676197.291,537273.3292
2754 ORLEANS AVE,3676370.975,537251.0474
2745 SAINT PETER ST,3676367.75,537123.1482
2747 SAINT PETER ST,3676357.002,537130.6716
2742 ORLEANS AVE,3676442.44,537196.1956
2732 ORLEANS AVE,3676500.631,537151.5069
2729 SAINT PETER ST,3676472.017,537062.7727
2731 SAINT PETER ST,3676460.444,537067.917
2730 ORLEANS AVE,3676516.384,537138.0038
634 N WHITE ST,3676186.308,536990.2351
2755 TOULOUSE ST,3676088.062,536935.4042
2749 TOULOUSE ST,3676136.271,536898.8951
2745 TOULOUSE ST,3676160.505,536880.5585
2725 LAFITTE AVE,3676108.776,536665.6717
2718 TOULOUSE ST,3676257.119,536673.9066
2720 TOULOUSE ST,3676246.088,536681.6928
2821 CONTI ST,3675473.893,536531.3679
2809 CONTI ST,3675529.659,536488.0568
2701 LAFITTE AVE,3676281.195,536518.788
2803 CONTI ST,3675573.281,536453.0917
2763 CONTI ST,3675635.534,536400.3376
2755 CONTI ST,3675685.008,536361.8948
2643 CONTI ST,3676240.864,535948.8605
712 N LOPEZ ST,3675324.625,538025.8732
708 N LOPEZ ST,3675305.448,538000.3282
702 N LOPEZ ST,3675274.933,537959.5676
3034 ORLEANS AVE,3675491.388,537883.4075
703 N SALCEDO ST,3675376.598,537880.1907
622 N LOPEZ ST,3675161.959,537805.2831
625 N SALCEDO ST,3675243.12,537743.8265
621 N SALCEDO ST,3675221.907,537715.6122
3123 TOULOUSE ST,3675072.787,537698.7905
617 N SALCEDO ST,3675200.606,537687.1715
3119 TOULOUSE ST,3675095.973,537681.2861
628 N SALCEDO ST,3675369.693,537667.1818
3111 TOULOUSE ST,3675142.48,537646.1426
620 N SALCEDO ST,3675363.667,537633.8362
3107 TOULOUSE ST,3675165.646,537628.5487
626 N SALCEDO ST,3675369.693,537667.1818
618 N SALCEDO ST,3675345.571,537609.9616
3128 TOULOUSE ST,3674960.059,537599.0897
3103 TOULOUSE ST,3675163.268,537584.6343
607 N SALCEDO ST,3675207.729,537621.8706
3122 TOULOUSE ST,3674982.749,537581.9719
617 N GAYOSO ST,3675494.316,537535.1852
3027 TOULOUSE ST,3675303.533,537522.5938
611 N GAYOSO ST,3675449.781,537493.5006
3023 TOULOUSE ST,3675328.615,537503.549
3112 TOULOUSE ST,3675050.449,537570.74
3017 TOULOUSE ST,3675353.901,537484.6546
3013 TOULOUSE ST,3675379.081,537465.5864
513 N SALCEDO ST,3675030.658,537459.3812
508 N LOPEZ ST,3674898.273,537466.5875
3011 TOULOUSE ST,3675404.104,537446.5806
3107 LAFITTE AVE,3674946.216,537433.8481
3005 TOULOUSE ST,3675429.109,537427.5997
3030 TOULOUSE ST,3675205.983,537419.0011
502 N LOPEZ ST,3674878.376,537439.7741
524 N SALCEDO ST,3675161.214,537421.8025
3024 TOULOUSE ST,3675229.864,537401.0041
507 N SALCEDO ST,3674994.119,537401.1324
3018 TOULOUSE ST,3675277.714,537364.8595
501 N SALCEDO ST,3674974.06,537374.62
3014 TOULOUSE ST,3675308.944,537341.2248
3008 TOULOUSE ST,3675325.723,537328.6969
3029 LAFITTE AVE,3675147.796,537297.9961
3002 TOULOUSE ST,3675374.055,537329.9851
3004 TOULOUSE ST,3675363.356,537338.0096
519 N GAYOSO ST,3675368.111,537296.4033
3019 LAFITTE AVE,3675205.172,537264.1892
3015 LAFITTE AVE,3675230.687,537246.4071
3011 LAFITTE AVE,3675253.119,537230.7743
3041 CONTI ST,3674833.617,537016.8829
3037 CONTI ST,3674861.478,537000.1006
3021 CONTI ST,3674921.484,536957.2394
3019 CONTI ST,3674938.269,536946.1727
3013 CONTI ST,3674966.552,536917.3231
417 N DUPRÉ ST,3675391.631,536744.5995
2912 SAINT LOUIS ST,3675326.146,536796.5548
2914 SAINT LOUIS ST,3675309.91,536806.296
2916 SAINT LOUIS ST,3675296.38,536814.9545
2915 CONTI ST,3675231.436,536702.3855
2837 CONTI ST,3675372.689,536607.1359
3238 ORLEANS AVE,3674712.608,538467.1806
3232 ORLEANS AVE,3674738.278,538447.3832
3228 ORLEANS AVE,3674762.56,538428.3888
3222 ORLEANS AVE,3674810.961,538391.8457
3216 ORLEANS AVE,3674836.906,538372.2566
3214 ORLEANS AVE,3674862.577,538353.8799
715 N RENDON ST,3674929.303,538289.5513
717 N RENDON ST,3674942.35,538305.8603
3134 ORLEANS AVE,3675032.065,538238.5586
3130 ORLEANS AVE,3675055.946,538218.4089
3126 ORLEANS AVE,3675080.573,538201.244
3122 ORLEANS AVE,3675106.692,538182.5867
3118 ORLEANS AVE,3675131.32,538165.423
3114 ORLEANS AVE,3675155.948,538146.0194
623 N RENDON ST,3674711.078,538093.2775
3110 ORLEANS AVE,3675180.575,538125.8693
3227 TOULOUSE ST,3674543.607,538089.4344
3106 ORLEANS AVE,3675201.471,538099.003
3223 TOULOUSE ST,3674569.818,538070.1567
3102 ORLEANS AVE,3675226.098,538079.5993
3219 TOULOUSE ST,3674597.273,538049.8733
3211 TOULOUSE ST,3674646.6,538012.7232
3230 TOULOUSE ST,3674451.208,538026.9907
3205 TOULOUSE ST,3674672.616,537994.335
530 HAGAN ST,3674345.233,537984.1668
3203 TOULOUSE ST,3674671.211,537947.1078
3218 TOULOUSE ST,3674508.619,537936.5004
3214 TOULOUSE ST,3674534.058,537917.3207
3210 TOULOUSE ST,3674560.119,537900.1258
3202 TOULOUSE ST,3674613.602,537862.2027
3174 TOULOUSE ST,3674679.502,537809.5326
3170 TOULOUSE ST,3674703.394,537791.5364
3168 TOULOUSE ST,3674727.287,537773.4266
3164 TOULOUSE ST,3674751.335,537755.4308
3158 TOULOUSE ST,3674775.247,537737.2969
516 N RENDON ST,3674684.696,537719.7551
3154 TOULOUSE ST,3674799.12,537719.0977
3144 TOULOUSE ST,3674870.701,537664.8064
3140 TOULOUSE ST,3674894.593,537646.6954
506 N RENDON ST,3674590.312,537655.4183
502 N RENDON ST,3674584.323,537624.1413
708 N CARROLLTON AVE,3672751.352,539934.895
700 N CARROLLTON AVE,3672709.3,539893.018
4012 ORLEANS AVE,3672795.036,539874.6441
4010 ORLEANS AVE,3672821.941,539853.7883
4004 ORLEANS AVE,3672855.081,539827.1143
4006 ORLEANS AVE,3672855.081,539827.1143
660 N PIERCE ST,3672960.062,539762.205
654 N PIERCE ST,3672940.243,539738.191
3920 ORLEANS AVE,3673006.585,539707.4336
652 N PIERCE ST,3672919.204,539715.6086
616 N CARROLLTON AVE,3672535.605,539694.9799
629 N PIERCE ST,3672679.401,539684.8774
646 N PIERCE ST,3672898.572,539693.2583
3914 ORLEANS AVE,3673056.5,539670.112
3910 ORLEANS AVE,3673081.4,539650.3266
621 N PIERCE ST,3672614.097,539643.4713
638 N PIERCE ST,3672860.527,539648.9511
3904 ORLEANS AVE,3673105.502,539631.128
634 N PIERCE ST,3672832.501,539625.3881
3842 ORLEANS AVE,3673177.863,539605.0642
4007 TOULOUSE ST,3672544,539586.6075
628 N PIERCE ST,3672806.39,539595.4952
3838 ORLEANS AVE,3673202.599,539587.5019
624 N PIERCE ST,3672787.044,539570.2562
3830 ORLEANS AVE,3673259.392,539562.4318
633 N SCOTT ST,3672987.906,539499.065
620 N PIERCE ST,3672758.993,539552.0004
616 N PIERCE ST,3672730.871,539535.6979
3826 ORLEANS AVE,3673281.817,539543.2115
702 N SCOTT ST,3673168.068,539542.6484
3822 ORLEANS AVE,3673305.308,539520.0754
3935 TOULOUSE ST,3672669.068,539498.5212
3816 ORLEANS AVE,3673345.885,539510.4651
625 N SCOTT ST,3672952.316,539448.7177
3931 TOULOUSE ST,3672697.647,539477.5706
621 N SCOTT ST,3672934.955,539422.8931
3927 TOULOUSE ST,3672723.025,539459.4112
3923 TOULOUSE ST,3672746.828,539439.6462
3919 TOULOUSE ST,3672770.442,539422.6216
3915 TOULOUSE ST,3672793.458,539403.6198
3911 TOULOUSE ST,3672823.704,539383.4775
3903 TOULOUSE ST,3672876.541,539343.0917
4045 BAUDIN ST,3670275.491,536996.4511
4051 BAUDIN ST,3670222.619,537035.08
4048 BANKS ST,3670399.36,537285.0537
4044 BANKS ST,3670428.165,537266.0125
4036 BANKS ST,3670452.088,537245.0193
4018 BANKS ST,3670577.285,537151.7046
535 S SCOTT ST,3670598.516,536341.8858
527 S SCOTT ST,3670638.542,536391.1824
519 S SCOTT ST,3670670.986,536432.0513
523 S SCOTT ST,3670647.39,536400.0304
3918 BAUDIN ST,3670636.857,536625.445
514 S PIERCE ST,3670443.042,536635.1353
3927 D'HEMECOURT ST,3670444.307,536398.3445
4026 BAUDIN ST,3670297.306,536885.0782
4018 BAUDIN ST,3670326.373,536859.343
4044 BAUDIN ST,3670226.394,536943.37
4048 BAUDIN ST,3670201.154,536961.6984
4056 BAUDIN ST,3670156.683,536995.3512
4300 S CARROLLTON AVE,3669876.343,536840.0074
4328 S CARROLLTON AVE,3670006.447,536985.4361
4060 BAUDIN ST,3670120.027,537027.5025
511 S PIERCE ST,3670409.382,536702.3908
515 S PIERCE ST,3670389.851,536677.4507
527 S PIERCE ST,3670332.161,536598.1267
537 S PIERCE ST,3670268.46,536518.2011
4029 D'HEMECOURT ST,3670033.491,536695.4789
4037 D'HEMECOURT ST,3669984.814,536731.2355
4047 D'HEMECOURT ST,3669960.175,536750.7663
623 S CORTEZ ST,3670728.095,535889.495
3803 ULLOA ST,3670630.3,535784.6658
3807 ULLOA ST,3670601.832,535805.096
3817 ULLOA ST,3670551.929,535844.2819
616 S SCOTT ST,3670507.384,536100.1577
624 S SCOTT ST,3670467.195,536047.9109
3820 D'HEMECOURT ST,3670710.01,536100.8278
630 S PIERCE ST,3670152.237,536250.8841
3922 D'HEMECOURT ST,3670400.916,536331.849
623 S SCOTT ST,3670407.663,536084.6164
3919 ULLOA ST,3670217.298,536118.352
3813 TULANE AVE,3670468.869,535768.4663
3817 TULANE AVE,3670443.808,535780.0325
4077 TULANE AVE,3669457.768,536299.5594
4100 S CARROLLTON AVE,3669469.335,536320.2828
4114 S CARROLLTON AVE,3669486.202,536341.0049
4204 S CARROLLTON AVE,3669632.449,536555.8331
4208 S CARROLLTON AVE,3669655.714,536583.5123
4216 S CARROLLTON AVE,3669697.031,536630.0439
4220 S CARROLLTON AVE,3669719.495,536653.3099
4224 S CARROLLTON AVE,3669743.163,536676.1745
4045 ULLOA ST,3669766.429,536436.2951
607 S PIERCE ST,3670202.865,536430.6779
615 S PIERCE ST,3670166.362,536376.5253
621 S PIERCE ST,3670127.451,536334.0045
629 S PIERCE ST,3670108.196,536298.3033
643 S PIERCE ST,3670054.445,536227.7034
645 S PIERCE ST,3670048.828,536218.8788
4011 ULLOA ST,3670019.946,536242.9466
4008 D'HEMECOURT ST,3670132.666,536540.1893
4014 D'HEMECOURT ST,3670086.134,536579.9009
4030 D'HEMECOURT ST,3669981.036,536658.5248
747 S GENOIS ST,3670901.855,535018.5703
3728 CANAL ST,3672043.556,537430.1637
120 S CORTEZ ST,3671998.642,537345.5576
532 S GENOIS ST,3671496.013,535662.0648
733 S ROMAN ST,3675971.533,530858.9281
732 S ROMAN ST,3675954.084,530710.3002
1940 LAFAYETTE ST,3676081.562,530646.8164
3221 TULANE AVE,3672472.448,534751.2255
3223 TULANE AVE,3672462.899,534757.3012
2329 PERDIDO ST,3674996.866,532333.8681
3926 TULANE AVE,3669835.539,535724.8657
732 S PIERCE ST,3669821.984,535710.0203
736 S PIERCE ST,3669838.766,535704.2112
740 S PIERCE ST,3669867.812,535727.4473
3943 S PIERCE ST,3669860.712,535748.7477
3921 TULANE AVE,3670161.991,535988.5339
3510 TULANE AVE,3671332.874,535140.0301
640 S DUPRÉ ST,3673386.122,533871.5783
121 N D'ORGENOIS ST,3675913.666,534975.7509
2762 IBERVILLE ST,3675150.918,535753.7518
2758 IBERVILLE ST,3675186.61,535728.4918
2754 IBERVILLE ST,3675200.426,535717.9452
2750 IBERVILLE ST,3675222.482,535701.0288
2746 IBERVILLE ST,3675246.18,535683.2106
2761 CANAL ST,3674972.436,535514.2678
2735 CANAL ST,3675131.802,535401.056
125 N BROAD ST,3675446.721,535378.0623
129 N BROAD ST,3675493.4,535440.1316
101 N ROMAN ST,3677692.507,533543.4314
1915 CANAL ST,3677759.662,533504.2574
1919 CANAL ST,3677747.961,533511.3809
1939 CANAL ST,3677719.471,533529.6962
1941 CANAL ST,3677708.279,533537.3262
100 N PRIEUR ST,3677730.664,533518.5032
116 N PRIEUR ST,3677739.354,533513.2436
300 N RENDON ST,3674170.738,537162.9386
320 N LOPEZ ST,3674501.162,536985.5283
415 N TONTI ST,3677180.137,535352.1823
2312 BIENVILLE AVE,3677011.609,534688.3077
2330 BIENVILLE AVE,3676923.42,534806.2996
615 N ROCHEBLAVE ST,3677254.079,536030.3383
2035 IBERVILLE ST,3677588.613,533992.0747
130 N JOHNSON ST,3677477.187,533890.3582
2122 IBERVILLE ST,3677347.157,534089.2316
2124 IBERVILLE ST,3677336.284,534097.9783
2126 IBERVILLE ST,3677324.01,534106.5733
2128 IBERVILLE ST,3677312.901,534114.2312
2130 IBERVILLE ST,3677302.955,534120.9511
329 N ROMAN ST,3678422.342,534089.0467
331 N ROMAN ST,3678428.18,534096.3039
330 N PRIEUR ST,3678209.251,534283.4074
332 N PRIEUR ST,3678219.141,534296.6599
1938 CONTI ST,3678239.807,534320.9122
3224 ORLEANS AVE,3674806.101,538424.2714
2602 BIENVILLE AVE,3676180.015,535368.9519
223 N D'ORGENOIS ST,3676147.369,535303.361
235 N D'ORGENOIS ST,3676162.9,535325.0264
319 N ROCHEBLAVE ST,3676702.208,535303.808
212 N ROCHEBLAVE ST,3676466.948,534884.463
2437 IBERVILLE ST,3676444.719,534851.0715
2408 BIENVILLE AVE,3676786.617,534924.9772
2303 CONTI ST,3677390.368,535062.8136
2328 CONTI ST,3677198.879,535126.2247
2325 IBERVILLE ST,3676796.761,534598.3505
2230 CONTI ST,3677422.473,534936.9584
2204 CONTI ST,3677568.255,534827.1714
2113 CONTI ST,3677885.768,534694.7344
2105 CONTI ST,3677930.904,534659.0751
315 N JOHNSON ST,3677804.424,534430.5798
2130 BIENVILLE AVE,3677487.397,534386.3775
2630 BIENVILLE AVE,3675995.539,535449.0214
2622 BIENVILLE AVE,3676038.971,535414.6965
2618 BIENVILLE AVE,3676064.335,535398.3854
2614 BIENVILLE AVE,3676089.451,535383.4257
4132 S CARROLLTON AVE,3669595.572,536470.1349
4240 S CARROLLTON AVE,3669860.755,536751.9285
4640 S CARROLLTON AVE,3670903.991,537875.9219
3122 CLEVELAND AVE,3673625.518,535843.6626
531 S SCOTT ST,3670609.114,536348.9835
250 S BROAD ST,3674976.479,534503.1736
703 N BROAD ST,3676607.606,536951.7485
607 N ROCHEBLAVE ST,3677212.402,535981.0844
2758 CONTI ST,3675597.43,536279.3601
619 S LOPEZ ST,3672425.263,534496.3105
724 S LOPEZ ST,3672262.964,534018.1089
225 S DUPRÉ ST,3674105.427,535141.431
523 S RENDON ST,3672471.816,535051.1925
421 S SALCEDO ST,3673149.017,534968.5856
611 S WHITE ST,3673681.103,533939.5092
3519 PALMYRA ST,3672273.687,536547.2857
541 S MIRO ST,3675565.955,532691.2973
4008 CANAL ST,3671312.304,538015.1761
4016 CANAL ST,3671273.676,538042.0477
203 PIERCE ST,3671130.08,537737.2202
209 PIERCE ST,3671092.711,537678.0183
4031 PALMYRA ST,3670820.726,537625.24
4035 PALMYRA ST,3670790.823,537645.2678
4031 BANKS ST,3670590.263,537314.5484
303 PIERCE ST,3670922.522,537430.0714
136 S PRIEUR ST,3677358.557,533148.1722
1939 CLEVELAND AVE,3677336.591,533121.0647
132 S PRIEUR ST,3677369.307,533161.7257
1935 CLEVELAND AVE,3677372.11,533140.6939
3522 CLEVELAND AVE,3672389.664,536701.6497
3516 CLEVELAND AVE,3672427.609,536669.3019
205 S CLARK ST,3672502.256,536575.9942
203 S CLARK ST,3672509.72,536587.1905
201 S CLARK ST,3672517.807,536596.5224
3506 CLEVELAND AVE,3672525.271,536608.3408
3500 CLEVELAND AVE,3672542.067,536631.3571
215 S CLARK ST,3672448.759,536586.5683
3502 PALMYRA ST,3672283.913,536317.8402
3506 PALMYRA ST,3672259.031,536330.9033
3520 PALMYRA ST,3672173.187,536398.0853
3524 PALMYRA ST,3672150.793,536422.3454
3528 PALMYRA ST,3672119.068,536441.6289
302 S GENOIS ST,3672101.086,536484.5238
3527 BANKS ST,3672031.981,536268.0761
323 S CLARK ST,3672171.875,536214.2323
3510 BANKS ST,3671993.184,536045.1792
3522 BANKS ST,3671925.87,536108.2848
412 S GENOIS ST,3671763.035,536036.8381
420 S GENOIS ST,3671719.527,535985.1124
435 S CLARK ST,3671900.293,535801.7233
423 S CLARK ST,3671962.681,535882.7943
3512 BAUDIN ST,3671776.235,535761.4847
510 S GENOIS ST,3671587.514,535806.355
518 S GENOIS ST,3671551.441,535753.126
602 S GENOIS ST,3671415.51,535548.5689
606 S GENOIS ST,3671380.316,535534.4916
3518 D'HEMECOURT ST,3671513.609,535494.8994
3522 D'HEMECOURT ST,3671487.656,535515.5752
607 S GENOIS ST,3671305.313,535601.4723
603 S GENOIS ST,3671318.848,535630.3465
3615 TULANE AVE,3671115.901,535545.5177
142 S CLARK ST,3672714.484,536637.6493
211 S JEFFERSON DAVIS PRKWY,3672710.859,536439.7211
229 S JEFFERSON DAVIS PRKWY,3672689.458,536295.4416
3419 PALMYRA ST,3672529.77,536311.3196
3427 PALMYRA ST,3672482.749,536350.0949
3434 CLEVELAND AVE,3672601.382,536537.597
218 S WHITE ST,3674596.713,534931.8612
526 S LOPEZ ST,3672799.77,534746.8476
2733 CLEVELAND AVE,3674872.233,534997.0066
2737 CLEVELAND AVE,3674846.67,535012.8629
2749 CLEVELAND AVE,3674797.486,535079.1964
3418 CLEVELAND AVE,3672675.167,536493.4784
3414 CLEVELAND AVE,3672698.483,536472.3683
307 S JEFFERSON DAVIS PRKWY,3672521.723,536157.6047
319 S JEFFERSON DAVIS PRKWY,3672458.392,536088.2877
321 S JEFFERSON DAVIS PRKWY,3672441.693,536055.5191
323 S JEFFERSON DAVIS PRKWY,3672435.706,536060.2456
329 S JEFFERSON DAVIS PRKWY,3672454.636,535982.5403
343 S JEFFERSON DAVIS PRKWY,3672367.335,535935.1593
334 S CLARK ST,3672289.196,536078.5202
322 S CLARK ST,3672340.553,536152.2483
3422 PALMYRA ST,3672482.02,536237.9823
3421 BAUDIN ST,3672047.513,535667.3621
3429 BAUDIN ST,3671975.039,535694.2518
440 S CLARK ST,3671943.007,535726.5414
428 S CLARK ST,3672006.037,535800.1181
3426 BANKS ST,3672192.146,535903.5111
423 S JEFFERSON DAVIS PRKWY,3672238.156,535699.8481
429 S JEFFERSON DAVIS PRKWY,3672195.839,535654.9663
3503 PALMYRA ST,3672390.881,536445.6598
3507 PALMYRA ST,3672356.419,536465.4334
3511 PALMYRA ST,3672332.126,536486.336
3523 PALMYRA ST,3672242.857,536553.6005
539 S GENOIS ST,3671384.315,535688.17
535 S GENOIS ST,3671390.985,535719.4178
517 S GENOIS ST,3671466.823,535826.5038
3622 BAUDIN ST,3671453.382,535996.8103
536 S TELEMACHUS ST,3671253.355,535826.8545
522 S TELEMACHUS ST,3671316.905,535897.7763
510 S TELEMACHUS ST,3671372.026,535981.6893
423 S GENOIS ST,3671639.564,536038.9181
419 S GENOIS ST,3671649.043,536067.0053
3602 BANKS ST,3671769.822,536169.8775
3610 BANKS ST,3671736.467,536231.6712
3618 BANKS ST,3671686.26,536265.3772
418 S TELEMACHUS ST,3671493.229,536221.3825
3627 BAUDIN ST,3671464.015,536136.5233
3602 CLEVELAND AVE,3672249.587,536804.1159
3614 CLEVELAND AVE,3672174.53,536855.9047
131 S GENOIS ST,3672362.982,536986.2842
3602 CANAL ST,3672501.223,537133.4033
134 S TELEMACHUS ST,3672229.181,537040.8198
214 S CORTEZ ST,3671808.042,537087.1887
229 S TELEMACHUS ST,3671871.481,536928.3151
334 S CORTEZ ST,3671490.299,536676.1228
324 S WHITE ST,3674305.942,534635.0602
326 S WHITE ST,3674299.509,534627.3806
330 S WHITE ST,3674280.415,534607.4585
2759 BANKS ST,3674277.654,534525.8236
2757 BANKS ST,3674284.829,534518.6964
2747 BANKS ST,3674348.256,534467.5068
2749 BANKS ST,3674340.037,534473.0842
2745 BANKS ST,3674354.198,534461.295
3714 PALMYRA ST,3671727.082,536811.9124
3706 PALMYRA ST,3671781.101,536738.824
3730 BANKS ST,3671333.427,536490.0347
3718 PALMYRA ST,3671696.21,536817.0407
2803 BANKS ST,3674162.275,534623.7581
2811 BANKS ST,3674129.846,534647.5241
2823 BANKS ST,3674062.045,534702.1594
2831 BANKS ST,3674015.53,534736.1681
2838 PALMYRA ST,3674124.062,534965.3528
2836 PALMYRA ST,3674133.479,534959.2324
318 S DUPRÉ ST,3674073.685,534841.5292
2810 PALMYRA ST,3674271.21,534833.0929
2814 PALMYRA ST,3674249.457,534850.3805
2818 PALMYRA ST,3674227.159,534866.7461
2822 PALMYRA ST,3674205.474,534883.9303
2830 PALMYRA ST,3674159.852,534918.2999
2834 PALMYRA ST,3674140.213,534938.5529
315 S WHITE ST,3674271.163,534744.6035
2802 CLEVELAND AVE,3674549.165,535090.4919
2824 CLEVELAND AVE,3674424.508,535224.8175
2820 CLEVELAND AVE,3674444.509,535211.8545
2822 CLEVELAND AVE,3674435.435,535217.0398
228 S DUPRÉ ST,3674240.619,535072.0664
232 S DUPRÉ ST,3674222.587,535044.0185
2815 PALMYRA ST,3674338.216,534944.9899
213 S WHITE ST,3674502.441,535035.8169
217 S WHITE ST,3674476.783,535013.6811
225 S WHITE ST,3674453.137,534987.2679
233 S WHITE ST,3674411.695,534938.6878
241 S WHITE ST,3674377.107,534893.0936
130 S DUPRÉ ST,3674484.766,535392.1765
136 S DUPRÉ ST,3674444.174,535345.1092
142 S DUPRÉ ST,3674427.334,535320.0646
140 S GAYOSO ST,3674180.92,535514.3715
117 S DUPRÉ ST,3674414.625,535546.5294
3033 CLEVELAND AVE,3673880.215,535760.9626
124 S SALCEDO ST,3673929.604,535814.8975
3018 CLEVELAND AVE,3673901.106,535568.4848
3022 CLEVELAND AVE,3673876.232,535590.9125
3026 CLEVELAND AVE,3673849.931,535611.4542
215 S GAYOSO ST,3673945.961,535466.1851
233 S GAYOSO ST,3673842.285,535335.2905
237 S GAYOSO ST,3673821.794,535305.6248
3017 PALMYRA ST,3673782.648,535394.3152
232 S SALCEDO ST,3673722.525,535470.8148
3003 BANKS ST,3673629.35,535000.4679
3025 BANKS ST,3673504.721,535098.9085
3029 BANKS ST,3673480.949,535119.2017
2724 CLEVELAND AVE,3674836.001,534864.2145
2728 CLEVELAND AVE,3674814.781,534884.5856
2732 CLEVELAND AVE,3674789.741,534903.2593
2748 CLEVELAND AVE,3674693.826,534978.3793
2756 CLEVELAND AVE,3674662.844,535008.5121
2763 PALMYRA ST,3674463.799,534867.8747
203 S BROAD ST,3675011.227,534776.4092
2710 CLEVELAND AVE,3674964.673,534830.8312
2712 CLEVELAND AVE,3674954.51,534837.388
222 JANE PL,3674781.714,534742.7023
2744 PALMYRA ST,3674501.561,534661.5956
311 S BROAD ST,3674723.406,534457.0126
317 S BROAD ST,3674680.408,534409.7137
315 JANE ALY,3674502.498,534569.2582
2718 BANKS ST,3674387.856,534171.5047
2734 BANKS ST,3674281.097,534253.4697
2738 BANKS ST,3674259.568,534277.5552
411 S BROAD ST,3674461.487,534096.3699
419 S BROAD ST,3674420.419,534046.4221
2735 TULANE AVE,3674090.724,533974.1367
2767 TULANE AVE,3673867.027,534079.2686
2741 TULANE AVE,3674054.064,533990.3137
2745 TULANE AVE,3674043.223,533995.2407
2747 TULANE AVE,3674034.106,534000.1693
2749 TULANE AVE,3674019.484,534011.067
2751 TULANE AVE,3674011.191,534015.9391
2753 TULANE AVE,3673994.222,534026.5829
2755 TULANE AVE,3673973.929,534038.1745
2802 BANKS ST,3674053.204,534451.8753
2806 BANKS ST,3674026.599,534471.4758
2814 BANKS ST,3673976.1,534511.2502
2818 BANKS ST,3673949.779,534530.1625
2822 BANKS ST,3673926.577,534548.4897
2826 BANKS ST,3673900.647,534567.7924
2832 BANKS ST,3673873.35,534586.3144
415 S WHITE ST,3673990.914,534409.8351
423 S WHITE ST,3673954.766,534360.9712
410 S DUPRÉ ST,3673843.839,534517.3123
3323 TULANE AVE,3672162.544,534909.2567
3322 BAUDIN ST,3672452.115,535237.956
3326 BAUDIN ST,3672422.389,535258.5998
522 S JEFFERSON DAVIS PRKWY,3672225.872,535196.2968
542 S JEFFERSON DAVIS PRKWY,3672143.228,535099.5491
503 S RENDON ST,3672549.323,535156.4921
3306 BANKS ST,3672747.816,535472.2185
3308 BANKS ST,3672730.486,535480.884
3315 BAUDIN ST,3672524.662,535280.1163
430 S JEFFERSON DAVIS PRKWY,3672428.78,535455.8213
306 S JEFFERSON DAVIS PRKWY,3672783.299,535942.4862
334 S JEFFERSON DAVIS PRKWY,3672652.44,535777.1371
3314 CLEVELAND AVE,3673157.553,536151.762
3322 CLEVELAND AVE,3673106.378,536188.8042
218 S JEFFERSON DAVIS PRKWY,3672956.006,536170.012
3307 PALMYRA ST,3673084.551,535932.9107
3319 CLEVELAND AVE,3673235.176,536296.053
124 S JEFFERSON DAVIS PRKWY,3673147.375,536412.9175
133 S RENDON ST,3673347.044,536255.351
137 S RENDON ST,3673328.311,536226.7397
226 S SCOTT ST,3671453.081,537248.4273
207 S CORTEZ ST,3671715.694,537246.1569
225 S CORTEZ ST,3671624.878,537157.6105
229 S CORTEZ ST,3671605.957,537136.4196
118 S SCOTT ST,3671702.895,537609.6655
3840 CANAL ST,3671759.427,537686.7552
3819 CLEVELAND AVE,3671702.38,537422.5936
230 S SCOTT ST,3671425.857,537229.8713
342 S JEFFERSON DAVIS PRKWY,3672617.443,535730.4743
330 S JEFFERSON DAVIS PRKWY,3672673.87,535800.3261
3303 BANKS ST,3672873.921,535608.2185
3307 BANKS ST,3672849.681,535626.1889
3315 BANKS ST,3672803.71,535657.1156
3302 PALMYRA ST,3673006.716,535781.0811
3211 BANKS ST,3673117.617,535417.6206
3219 BANKS ST,3673067.045,535456.3065
3227 BANKS ST,3673020.202,535495.4604
319 S LOPEZ ST,3673202.586,535487.0951
3230 PALMYRA ST,3673133.726,535700.2041
3218 PALMYRA ST,3673210.879,535642.1682
3222 PALMYRA ST,3673185.616,535662.3104
320 S RENDON ST,3673039.685,535635.9481
3202 BANKS ST,3673033.653,535227.1452
403 S LOPEZ ST,3673020.569,535196.3333
419 S LOPEZ ST,3673012.127,535183.2493
427 S LOPEZ ST,3672920.537,535116.1915
431 S LOPEZ ST,3672902.07,535089.812
439 S LOPEZ ST,3672858.28,535034.9421
3217 BAUDIN ST,3672802.882,535115.6641
3221 BAUDIN ST,3672780.724,535137.8233
430 S RENDON ST,3672806.048,535290.8262
442 S RENDON ST,3672743.791,535204.2995
2914 BAUDIN ST,3673475.991,534413.4169
2918 BAUDIN ST,3673449.537,534433.2582
2922 BAUDIN ST,3673423.556,534451.6809
502 S GAYOSO ST,3673393.323,534515.9266
510 S GAYOSO ST,3673350.334,534459.2391
503 S DUPRÉ ST,3673551.441,534392.2228
507 S DUPRÉ ST,3673533.152,534365.2326
511 S DUPRÉ ST,3673513.311,534338.3059
4027 BAUDIN ST,3670413.312,536978.5307
630 S GAYOSO ST,3673065.865,534064.1464
724 S GAYOSO ST,3672775.998,533723.6672
